#node1	node2	combined_score
NF-kappa-B inhibitor alpha	Nuclear factor NF-kappa-B p105 subunit	0.999
NF-kappa-B inhibitor alpha	Transcription factor p65	0.999
NT-3 growth factor receptor	SH2B adapter protein 3	0.905
NT-3 growth factor receptor	Tyrosine-protein kinase ABL1	0.9
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit beta-4	0.907
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit alpha-6	0.742
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit alpha-3	0.907
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit beta-2	0.907
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit alpha-4	0.9
Neuronal acetylcholine receptor subunit alpha-2	Neuronal acetylcholine receptor subunit alpha-7	0.905
Neuronal acetylcholine receptor subunit alpha-3	Neuronal acetylcholine receptor subunit beta-4	0.989
Neuronal acetylcholine receptor subunit alpha-3	Neuronal acetylcholine receptor subunit alpha-6	0.72
Neuronal acetylcholine receptor subunit alpha-3	Tyrosine-protein kinase JAK2	0.9
Neuronal acetylcholine receptor subunit alpha-3	Neuronal acetylcholine receptor subunit alpha-4	0.907
Neuronal acetylcholine receptor subunit alpha-3	Neuronal acetylcholine receptor subunit alpha-7	0.905
Neuronal acetylcholine receptor subunit alpha-3	Neuronal acetylcholine receptor subunit beta-2	0.958
Neuronal acetylcholine receptor subunit alpha-4	Neuronal acetylcholine receptor subunit beta-4	0.908
Neuronal acetylcholine receptor subunit alpha-4	Neuronal acetylcholine receptor subunit alpha-6	0.815
Neuronal acetylcholine receptor subunit alpha-4	Neuronal acetylcholine receptor subunit beta-2	0.979
Neuronal acetylcholine receptor subunit alpha-4	Tyrosine-protein kinase JAK2	0.9
Neuronal acetylcholine receptor subunit alpha-4	Neuronal acetylcholine receptor subunit alpha-7	0.905
Neuronal acetylcholine receptor subunit alpha-6	Neuronal acetylcholine receptor subunit beta-4	0.8
Neuronal acetylcholine receptor subunit alpha-6	Neuronal acetylcholine receptor subunit beta-2	0.72
Neuronal acetylcholine receptor subunit alpha-6	Neuronal acetylcholine receptor subunit alpha-7	0.735
Neuronal acetylcholine receptor subunit alpha-6	Tyrosine-protein kinase JAK2	0.9
Neuronal acetylcholine receptor subunit alpha-7	Neuronal acetylcholine receptor subunit beta-4	0.906
Neuronal acetylcholine receptor subunit alpha-7	Neuronal acetylcholine receptor subunit beta-2	0.907
Neuronal acetylcholine receptor subunit beta-2	Neuronal acetylcholine receptor subunit beta-4	0.905
Neuronal acetylcholine receptor subunit beta-2	Tyrosine-protein kinase JAK2	0.9
Neuronal acetylcholine receptor subunit beta-4	Tyrosine-protein kinase JAK2	0.9
Neutrophil elastase	Prothrombin	0.802
Nicastrin	Presenilin-1	0.999
Nicastrin	Presenilin-2	0.999
Nitric oxide synthase 3	"Nitric oxide synthase, inducible"	0.904
Nitric oxide synthase 3	RAC-gamma serine/threonine-protein kinase	0.9
Nitric oxide synthase 3	RAC-alpha serine/threonine-protein kinase	0.977
"Nitric oxide synthase, inducible"	RAC-gamma serine/threonine-protein kinase	0.9
"Nitric oxide synthase, inducible"	RAC-alpha serine/threonine-protein kinase	0.9
Non-receptor tyrosine-protein kinase TYK2	Signal transducer and activator of transcription 3	0.925
Non-receptor tyrosine-protein kinase TYK2	Signal transducer and activator of transcription 5B	0.739
Non-receptor tyrosine-protein kinase TYK2	Thrombopoietin receptor	0.703
Non-receptor tyrosine-protein kinase TYK2	Tyrosine-protein kinase SYK	0.8
Non-receptor tyrosine-protein kinase TYK2	Tyrosine-protein kinase HCK	0.8
Non-receptor tyrosine-protein kinase TYK2	Tyrosine-protein kinase JAK2	0.852
Non-receptor tyrosine-protein kinase TYK2	Tyrosine-protein kinase JAK1	0.926
Nuclear factor NF-kappa-B p100 subunit	Transcription factor RelB	0.999
Nuclear factor NF-kappa-B p100 subunit	Nuclear factor NF-kappa-B p105 subunit	0.982
Nuclear factor NF-kappa-B p100 subunit	Proto-oncogene c-Rel	0.967
Nuclear factor NF-kappa-B p100 subunit	Transcription factor p65	0.985
Nuclear factor NF-kappa-B p105 subunit	Transcription factor RelB	0.966
Nuclear factor NF-kappa-B p105 subunit	Transcription factor Sp1	0.748
Nuclear factor NF-kappa-B p105 subunit	Rho-associated protein kinase 2	0.905
Nuclear factor NF-kappa-B p105 subunit	Rho-associated protein kinase 1	0.905
Nuclear factor NF-kappa-B p105 subunit	cAMP-dependent protein kinase catalytic subunit beta	0.9
Nuclear factor NF-kappa-B p105 subunit	Protein kinase C theta type	0.902
Nuclear factor NF-kappa-B p105 subunit	Peroxisome proliferator-activated receptor gamma	0.815
Nuclear factor NF-kappa-B p105 subunit	Thioredoxin	0.957
Nuclear factor NF-kappa-B p105 subunit	Serine/threonine-protein kinase TBK1	0.93
Nuclear factor NF-kappa-B p105 subunit	Toll-like receptor 2	0.905
Nuclear factor NF-kappa-B p105 subunit	Toll-like receptor 4	0.905
Nuclear factor NF-kappa-B p105 subunit	Tumor necrosis factor	0.9
Nuclear factor NF-kappa-B p105 subunit	Proto-oncogene c-Rel	0.989
Nuclear factor NF-kappa-B p105 subunit	Transcription factor p65	0.999
Nuclear factor erythroid 2-related factor 2	eIF-2-alpha kinase GCN2	0.9
Nuclear factor erythroid 2-related factor 2	Protein kinase C delta type	0.75
Nuclear receptor ROR-beta	Nuclear receptor coactivator 1	0.806
Nuclear receptor coactivator 1	Retinoic acid receptor alpha	0.989
Nuclear receptor coactivator 1	Thyroid hormone receptor	0.942
Nuclear receptor coactivator 1	Peroxisome proliferator-activated receptor gamma	0.996
Nuclear receptor coactivator 1	Peroxisome proliferator-activated receptor delta	0.81
Nuclear receptor coactivator 1	Progesterone receptor	0.969
Nuclear receptor coactivator 1	Transcription factor Sp1	0.805
Nuclear receptor coactivator 1	Retinoic acid receptor beta	0.964
Nuclear receptor coactivator 1	Nuclear receptor subfamily 1 group I member 2	0.989
Nuclear receptor coactivator 1	Retinoic acid receptor RXR-gamma	0.816
Nuclear receptor coactivator 1	Nuclear receptor subfamily 1 group I member 3	0.982
Nuclear receptor coactivator 1	Retinoic acid receptor RXR-beta	0.84
Nuclear receptor coactivator 1	Thyroid hormone receptor beta	0.947
Nuclear receptor coactivator 1	Nuclear receptor coactivator 2	0.972
Nuclear receptor coactivator 1	Peroxisome proliferator-activated receptor alpha	0.992
Nuclear receptor coactivator 1	Retinoic acid receptor RXR-alpha	0.999
Nuclear receptor coactivator 2	Retinoic acid receptor alpha	0.98
Nuclear receptor coactivator 2	Thyroid hormone receptor	0.847
Nuclear receptor coactivator 2	Peroxisome proliferator-activated receptor gamma	0.982
Nuclear receptor coactivator 2	Serine/threonine-protein kinase N1	0.8
Nuclear receptor coactivator 2	Retinoic acid receptor RXR-gamma	0.98
Nuclear receptor coactivator 2	Nuclear receptor subfamily 1 group I member 3	0.794
Nuclear receptor coactivator 2	Retinoic acid receptor RXR-beta	0.925
Nuclear receptor coactivator 2	Thyroid hormone receptor beta	0.987
Nuclear receptor coactivator 2	Peroxisome proliferator-activated receptor alpha	0.796
Nuclear receptor coactivator 2	Retinoic acid receptor RXR-alpha	0.998
Nuclear receptor subfamily 1 group I member 2	Retinoic acid receptor RXR-alpha	0.97
Nuclear receptor subfamily 1 group I member 3	Retinoic acid receptor RXR-alpha	0.936
Peptidyl-prolyl cis-trans isomerase A	Protein phosphatase 3 catalytic subunit alpha	0.966
"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"	Protein kinase C epsilon type	0.9
Peptidyl-prolyl cis-trans isomerase FKBP1A	Transforming growth factor beta-1 proprotein	0.713
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent calcium channel gamma-1 subunit	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit alpha-1C	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit alpha-1D	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit beta-3	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit beta-2	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent T-type calcium channel subunit alpha-1H	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Ryanodine receptor 1	0.958
Peptidyl-prolyl cis-trans isomerase FKBP1A	Serine/threonine-protein kinase mTOR	0.993
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit alpha-1S	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit alpha-1F	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	Protein phosphatase 3 catalytic subunit alpha	0.729
Peptidyl-prolyl cis-trans isomerase FKBP1A	Voltage-dependent L-type calcium channel subunit beta-4	0.72
Peptidyl-prolyl cis-trans isomerase FKBP1A	TGF-beta receptor type-1	0.998
Peroxisome proliferator-activated receptor alpha	Retinoic acid receptor RXR-gamma	0.862
Peroxisome proliferator-activated receptor alpha	cAMP-dependent protein kinase catalytic subunit beta	0.9
Peroxisome proliferator-activated receptor alpha	Retinoic acid receptor RXR-beta	0.856
Peroxisome proliferator-activated receptor alpha	Retinoic acid receptor RXR-alpha	0.983
Peroxisome proliferator-activated receptor delta	Retinoic acid receptor RXR-gamma	0.867
Peroxisome proliferator-activated receptor delta	Retinoic acid receptor RXR-beta	0.874
Peroxisome proliferator-activated receptor delta	Retinoic acid receptor RXR-alpha	0.975
Peroxisome proliferator-activated receptor gamma	Transforming growth factor beta-1 proprotein	0.75
Peroxisome proliferator-activated receptor gamma	Transcription factor Sp1	0.788
Peroxisome proliferator-activated receptor gamma	Retinoic acid receptor RXR-gamma	0.934
Peroxisome proliferator-activated receptor gamma	Serine/threonine-protein kinase mTOR	0.9
Peroxisome proliferator-activated receptor gamma	Retinoic acid receptor RXR-beta	0.961
Peroxisome proliferator-activated receptor gamma	Transcription factor p65	0.956
Peroxisome proliferator-activated receptor gamma	Retinoic acid receptor RXR-alpha	0.999
Peroxisome proliferator-activated receptor gamma coactivator 1-beta	Steroid hormone receptor ERR1	0.927
Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	0.9
Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma	Phosphatidylinositol 4-kinase beta	0.9
Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.9
Phosphatidylinositol 3-kinase regulatory subunit alpha	Receptor-type tyrosine-protein kinase FLT3	0.934
Phosphatidylinositol 3-kinase regulatory subunit alpha	Platelet-derived growth factor receptor alpha	0.98
Phosphatidylinositol 3-kinase regulatory subunit alpha	Platelet-derived growth factor receptor beta	0.992
Phosphatidylinositol 3-kinase regulatory subunit alpha	Vascular endothelial growth factor receptor 3	0.702
Phosphatidylinositol 3-kinase regulatory subunit alpha	Vascular endothelial growth factor receptor 2	0.911
Phosphatidylinositol 3-kinase regulatory subunit alpha	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	0.999
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase TXK	0.919
Phosphatidylinositol 3-kinase regulatory subunit alpha	Thyroid hormone receptor	0.93
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase ZAP-70	0.93
Phosphatidylinositol 3-kinase regulatory subunit alpha	Receptor tyrosine-protein kinase erbB-3	0.992
Phosphatidylinositol 3-kinase regulatory subunit alpha	Receptor tyrosine-protein kinase erbB-2	0.983
Phosphatidylinositol 3-kinase regulatory subunit alpha	Vascular endothelial growth factor receptor 1	0.879
Phosphatidylinositol 3-kinase regulatory subunit alpha	Protein kinase C iota type	0.905
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase receptor UFO	0.782
Phosphatidylinositol 3-kinase regulatory subunit alpha	Progesterone receptor	0.902
Phosphatidylinositol 3-kinase regulatory subunit alpha	Protein kinase C delta type	0.9
Phosphatidylinositol 3-kinase regulatory subunit alpha	Receptor tyrosine-protein kinase erbB-4	0.916
Phosphatidylinositol 3-kinase regulatory subunit alpha	Protein kinase C	0.9
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase Fyn	0.97
Phosphatidylinositol 3-kinase regulatory subunit alpha	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	0.906
Phosphatidylinositol 3-kinase regulatory subunit alpha	Ras-related C3 botulinum toxin substrate 1	0.756
Phosphatidylinositol 3-kinase regulatory subunit alpha	Serine/threonine-protein kinase mTOR	0.9
Phosphatidylinositol 3-kinase regulatory subunit alpha	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	0.91
Phosphatidylinositol 3-kinase regulatory subunit alpha	Phosphatidylinositol 4-kinase beta	0.91
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase ABL1	0.793
Phosphatidylinositol 3-kinase regulatory subunit alpha	Proto-oncogene tyrosine-protein kinase Src	0.987
Phosphatidylinositol 3-kinase regulatory subunit alpha	Toll-like receptor 4	0.9
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase SYK	0.951
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase HCK	0.718
Phosphatidylinositol 3-kinase regulatory subunit alpha	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	0.998
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase JAK2	0.965
Phosphatidylinositol 3-kinase regulatory subunit alpha	Thyroid hormone receptor beta	0.931
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase ITK/TSK	0.93
Phosphatidylinositol 3-kinase regulatory subunit alpha	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"	0.954
Phosphatidylinositol 3-kinase regulatory subunit alpha	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	0.906
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase JAK3	0.905
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase JAK1	0.905
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase Lck	0.736
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase BTK	0.905
Phosphatidylinositol 3-kinase regulatory subunit alpha	Tyrosine-protein kinase Lyn	0.917
Phosphatidylinositol 3-kinase regulatory subunit alpha	RAC-gamma serine/threonine-protein kinase	0.905
Phosphatidylinositol 3-kinase regulatory subunit alpha	RAC-alpha serine/threonine-protein kinase	0.953
Phosphatidylinositol 3-kinase regulatory subunit alpha	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	0.994
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Receptor-type tyrosine-protein kinase FLT3	0.905
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Platelet-derived growth factor receptor alpha	0.93
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Platelet-derived growth factor receptor beta	0.905
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Vascular endothelial growth factor receptor 2	0.905
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Tyrosine-protein kinase Lck	0.702
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Thyroid hormone receptor	0.9
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Thyroid hormone receptor beta	0.9
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Tyrosine-protein kinase TXK	0.902
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Protein kinase C delta type	0.9
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Tyrosine-protein kinase ZAP-70	0.902
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	0.906
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	0.906
