Drug1,Drug2,Cell_line,classification
Lenalidomide,Dasatinib,PC3_PROSTATE,antagonism
Dasatinib,Topotecan,SKOV3_OVARY,antagonism
Axitinib,Valrubicin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Mitotane,MDAMB468_BREAST,antagonism
Chlorambucil,Pipobroman,LOXIMVI_SKIN,antagonism
Tioguanine,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Etoposide,ThioTEPA,UO31_KIDNEY,antagonism
Gefitinib,Bortezomib,HCT116_LARGE_INTESTINE,antagonism
ThioTEPA,Ixabepilone,UACC62_SKIN,antagonism
Dexrazoxane,Methotrexate,HOP92_LUNG,antagonism
Dasatinib,Hydroxyurea,NCIH2122_LUNG,antagonism
Fluorouracil,Fulvestrant,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Tioguanine,NCIH460_LUNG,antagonism
Cabazitaxel,ThioTEPA,HCT15_LARGE_INTESTINE,antagonism
ThioTEPA,5-Azacitidine,SW620_LARGE_INTESTINE,antagonism
Vismodegib,Letrozole,UO31_KIDNEY,antagonism
Fulvestrant,Pipobroman,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Chlorambucil,NCIH522_LUNG,antagonism
Pemetrexed,Tioguanine,NCIH2122_LUNG,antagonism
Methotrexate,Temozolomide,SW837_LARGE_INTESTINE,antagonism
Paclitaxel,Decitabine,SKOV3_OVARY,antagonism
Dexrazoxane,Tioguanine,SKMEL5_SKIN,antagonism
Dexrazoxane,Valrubicin,CAKI1_KIDNEY,antagonism
Fluorouracil,Methotrexate,CAKI1_KIDNEY,antagonism
Dacarbazine,Letrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Letrozole,MDAMB468_BREAST,antagonism
Pemetrexed,Lomustine,ACHN_KIDNEY,antagonism
Temozolomide,Dasatinib,NCIH23_LUNG,antagonism
Fluorouracil,Chlorambucil,OVCAR8_OVARY,antagonism
Lomustine,Dasatinib,UO31_KIDNEY,antagonism
Vismodegib,Gefitinib,OVCAR4_OVARY,antagonism
Pemetrexed,ThioTEPA,ACHN_KIDNEY,antagonism
Chlorambucil,Sorafenib,HCT15_LARGE_INTESTINE,antagonism
ThioTEPA,Methoxsalen,MDAMB468_BREAST,antagonism
Lomustine,Busulfan,NCIH460_LUNG,antagonism
Vismodegib,Decitabine,MCF7_BREAST,antagonism
Fluorouracil,Vemurafenib,UACC257_SKIN,antagonism
Dexrazoxane,Allopurinol,EKVX_LUNG,antagonism
Altretamine,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
Chlorambucil,Bortezomib,MDAMB231_BREAST,antagonism
Tioguanine,Decitabine,PC3_PROSTATE,antagonism
Vandetanib,Pipobroman,MDAMB468_BREAST,antagonism
Paclitaxel,Pipobroman,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Temozolomide,Dasatinib,SKMES1_LUNG,antagonism
Pemetrexed,Everolimus,IGROV1_OVARY,antagonism
Imatinib,Pipobroman,HCT15_LARGE_INTESTINE,antagonism
Pemetrexed,Decitabine,SKOV3_OVARY,antagonism
Dexrazoxane,Lomustine,A498_KIDNEY,antagonism
Vemurafenib,ThioTEPA,A549_LUNG,antagonism
Etoposide,Pentostatin,A498_KIDNEY,antagonism
Fluorouracil,5-Azacitidine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Imatinib,Mitotane,MALME3M_SKIN,antagonism
Teniposide,Busulfan,KM12_LARGE_INTESTINE,antagonism
Pralatrexate,Etoposide,TC71_BONE,antagonism
Erlotinib,BEZ-235,NCIH1650_LUNG,antagonism
Tioguanine,Busulfan,KM12_LARGE_INTESTINE,antagonism
Tioguanine,Pipobroman,HS578T_BREAST,antagonism
Vandetanib,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Methotrexate,MK-1775,T47D_BREAST,antagonism
Gemcitabine,Niraparib,SKOV3_OVARY,antagonism
Dexamethasone,Erlotinib,NCIH23_LUNG,antagonism
Ifosfamide,Bortezomib,MCF7_BREAST,antagonism
Pemetrexed,Teniposide,NCIH522_LUNG,antagonism
Fluorouracil,ThioTEPA,NCIH460_LUNG,antagonism
Cabazitaxel,Tioguanine,MCF7_BREAST,antagonism
Dexrazoxane,Methotrexate,NCIH460_LUNG,antagonism
Pemetrexed,5-Azacitidine,HOP92_LUNG,antagonism
Methoxsalen,Pentostatin,UO31_KIDNEY,antagonism
Hydroxyurea,Imiquimod,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Anastrozole,5-Azacitidine,HCT15_LARGE_INTESTINE,antagonism
Lenalidomide,Lomustine,A549_LUNG,antagonism
Dexrazoxane,Allopurinol,CAKI1_KIDNEY,antagonism
Crizotinib,Sorafenib,HOP62_LUNG,antagonism
Gefitinib,Ifosfamide,UACC257_SKIN,antagonism
Temozolomide,Imiquimod,KM12_LARGE_INTESTINE,antagonism
Ombrabulin,AZD-8055,TC71_BONE,antagonism
Dexrazoxane,Valrubicin,UACC62_SKIN,antagonism
Dasatinib,Methoxsalen,SKOV3_OVARY,antagonism
Lomustine,Methotrexate,PC3_PROSTATE,antagonism
Fluorouracil,Carmustine,NCIH460_LUNG,antagonism
Gemcitabine,Erlotinib,HT144_SKIN,antagonism
Chlorambucil,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
5-Azacitidine,Dasatinib,ACHN_KIDNEY,antagonism
Dacarbazine,Tioguanine,A498_KIDNEY,antagonism
Lomustine,Ifosfamide,NCIH23_LUNG,antagonism
Letrozole,Pipobroman,T47D_BREAST,antagonism
Dexrazoxane,Ixabepilone,LOXIMVI_SKIN,antagonism
Niraparib,BEZ-235,A427_LUNG,antagonism
Gefitinib,Dexrazoxane,UACC62_SKIN,antagonism
Valrubicin,Fulvestrant,NCIH2122_LUNG,antagonism
Lomustine,Everolimus,MDAMB468_BREAST,antagonism
Cabazitaxel,Pemetrexed,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Temozolomide,Topotecan,LNCAPCLONEFGC_PROSTATE,antagonism
Lomustine,Anastrozole,CAKI1_KIDNEY,antagonism
Vandetanib,Lenalidomide,UO31_KIDNEY,antagonism
Busulfan,Decitabine,HS578T_BREAST,antagonism
Dexrazoxane,Valrubicin,ACHN_KIDNEY,antagonism
5-Azacitidine,Everolimus,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Axitinib,ThioTEPA,HCT116_LARGE_INTESTINE,antagonism
Dacarbazine,Paclitaxel,HOP92_LUNG,antagonism
Vandetanib,Dexrazoxane,SKOV3_OVARY,antagonism
5-Azacitidine,Imiquimod,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Lomustine,Busulfan,BT549_BREAST,antagonism
Pemetrexed,5-Azacitidine,IGROV1_OVARY,antagonism
Fluorouracil,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Ixabepilone,UO31_KIDNEY,antagonism
Vemurafenib,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Axitinib,Vandetanib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,Everolimus,HOP92_LUNG,antagonism
Teniposide,Letrozole,MALME3M_SKIN,antagonism
Etoposide,Fluorouracil,MDAMB231_BREAST,antagonism
Dacarbazine,Paclitaxel,CAKI1_KIDNEY,antagonism
Fulvestrant,5-Azacitidine,OVCAR4_OVARY,antagonism
Dexamethasone,Niraparib,SKMES1_LUNG,antagonism
Lenalidomide,Fluorouracil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Decitabine,A549_LUNG,antagonism
Lomustine,Everolimus,A498_KIDNEY,antagonism
Tioguanine,Crizotinib,SW620_LARGE_INTESTINE,antagonism
Fluorouracil,Bortezomib,RPMI7951_SKIN,antagonism
Imatinib,5-Azacitidine,BT549_BREAST,antagonism
Fluorouracil,Busulfan,NCIH23_LUNG,antagonism
Pemetrexed,Tioguanine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Dacarbazine,Paclitaxel,BT549_BREAST,antagonism
Cabazitaxel,Dexrazoxane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
ThioTEPA,Busulfan,UACC62_SKIN,antagonism
Abiraterone,Chlorambucil,HT29_LARGE_INTESTINE,antagonism
Chlorambucil,Imiquimod,HCT15_LARGE_INTESTINE,antagonism
Dexrazoxane,Pentostatin,UO31_KIDNEY,antagonism
Lenalidomide,ThioTEPA,NCIH23_LUNG,antagonism
Dasatinib,Pentostatin,MDAMB231_BREAST,antagonism
Gemcitabine,MK-2206,KPL1_BREAST,antagonism
Teniposide,Decitabine,NCIH522_LUNG,antagonism
Fluorouracil,ThioTEPA,BT549_BREAST,antagonism
Tioguanine,Temozolomide,HOP92_LUNG,antagonism
Pemetrexed,Pipobroman,HT29_LARGE_INTESTINE,antagonism
Methotrexate,MK-2206,ZR751_BREAST,antagonism
Everolimus,Pipobroman,A498_KIDNEY,antagonism
Vandetanib,Dexrazoxane,LOXIMVI_SKIN,antagonism
Methotrexate,Pipobroman,A549_LUNG,antagonism
Fluorouracil,Dasatinib,SW837_LARGE_INTESTINE,antagonism
Lomustine,Everolimus,UO31_KIDNEY,antagonism
Paclitaxel,Methotrexate,SKMEL5_SKIN,antagonism
Teniposide,Everolimus,HS578T_BREAST,antagonism
Crizotinib,Chlorambucil,NCIH522_LUNG,antagonism
Gefitinib,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Methotrexate,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Valrubicin,Carmustine,UACC257_SKIN,antagonism
Temozolomide,PD-0325901,RKO_LARGE_INTESTINE,antagonism
Chlorambucil,Pentostatin,NCIH522_LUNG,antagonism
Teniposide,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
Thalidomide,Carmustine,HOP92_LUNG,antagonism
Vandetanib,Imatinib,EKVX_LUNG,antagonism
Gemcitabine,Temozolomide,HCT116_LARGE_INTESTINE,antagonism
Altretamine,Sorafenib,CAKI1_KIDNEY,antagonism
Mitotane,Pipobroman,HCT15_LARGE_INTESTINE,antagonism
Cabazitaxel,Dacarbazine,OVCAR4_OVARY,antagonism
Methotrexate,Ridaforolimus,A375_SKIN,antagonism
Valrubicin,Carmustine,KM12_LARGE_INTESTINE,antagonism
Tioguanine,Pipobroman,MALME3M_SKIN,antagonism
Fluorouracil,Carmustine,UO31_KIDNEY,antagonism
5-Azacitidine,Imiquimod,OVCAR4_OVARY,antagonism
5-Azacitidine,Pentostatin,NCIH522_LUNG,antagonism
Etoposide,Mitotane,NCIH522_LUNG,antagonism
Vismodegib,Chlorambucil,A498_KIDNEY,antagonism
Lenalidomide,Pemetrexed,CAKI1_KIDNEY,antagonism
Fluorouracil,Sorafenib,OVCAR8_OVARY,antagonism
Dexrazoxane,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Paclitaxel,OVCAR4_OVARY,antagonism
Dacarbazine,Everolimus,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Methoxsalen,HCT116_LARGE_INTESTINE,antagonism
Tioguanine,ThioTEPA,BT549_BREAST,antagonism
Dexrazoxane,Dasatinib,NCIH522_LUNG,antagonism
Gemcitabine,Sorafenib,SKMEL30_SKIN,antagonism
Vemurafenib,Dacarbazine,UO31_KIDNEY,antagonism
MK-2206,BEZ-235,LOVO_LARGE_INTESTINE,antagonism
Tioguanine,Vemurafenib,UACC62_SKIN,antagonism
Pemetrexed,Altretamine,NCIH522_LUNG,antagonism
Everolimus,Decitabine,HT29_LARGE_INTESTINE,antagonism
Lenalidomide,Pemetrexed,OVCAR4_OVARY,antagonism
Lomustine,Sorafenib,SKMEL28_SKIN,antagonism
Lenalidomide,Valrubicin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexrazoxane,Paclitaxel,A549_LUNG,antagonism
Etoposide,Sorafenib,HOP92_LUNG,antagonism
Dasatinib,Methoxsalen,CAKI1_KIDNEY,antagonism
Everolimus,Ixabepilone,UO31_KIDNEY,antagonism
Everolimus,Pipobroman,HS578T_BREAST,antagonism
Vandetanib,Lenalidomide,DU145_PROSTATE,antagonism
Etoposide,Letrozole,MDAMB468_BREAST,antagonism
Lenalidomide,Valrubicin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Hydroxyurea,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Lomustine,Tioguanine,MDAMB468_BREAST,antagonism
Fluorouracil,Methotrexate,HOP62_LUNG,antagonism
Fluorouracil,Pipobroman,CAKI1_KIDNEY,antagonism
Axitinib,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Lenalidomide,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
ThioTEPA,Allopurinol,SKMEL5_SKIN,antagonism
Dacarbazine,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Etoposide,Hydroxyurea,HOP92_LUNG,antagonism
Dasatinib,Anastrozole,A498_KIDNEY,antagonism
Gefitinib,Methotrexate,CAKI1_KIDNEY,antagonism
Lomustine,ThioTEPA,BT549_BREAST,antagonism
Fluorouracil,Chlorambucil,DU145_PROSTATE,antagonism
Dacarbazine,Allopurinol,IGROV1_OVARY,antagonism
Anastrozole,5-Azacitidine,CAKI1_KIDNEY,antagonism
Dasatinib,Thalidomide,SKMEL28_SKIN,antagonism
Lomustine,Tretinoin,NCIH23_LUNG,antagonism
ThioTEPA,Pentostatin,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Busulfan,IGROV1_OVARY,antagonism
Lenalidomide,Dacarbazine,UO31_KIDNEY,antagonism
Tretinoin,Busulfan,ACHN_KIDNEY,antagonism
Altretamine,ThioTEPA,CAKI1_KIDNEY,antagonism
ThioTEPA,Fulvestrant,HCT15_LARGE_INTESTINE,antagonism
Dacarbazine,ThioTEPA,NCIH23_LUNG,antagonism
5-Azacitidine,Carmustine,KM12_LARGE_INTESTINE,antagonism
Paclitaxel,Decitabine,CAKI1_KIDNEY,antagonism
Dexrazoxane,Pentostatin,NCIH23_LUNG,antagonism
Pipobroman,Ifosfamide,MDAMB231_BREAST,antagonism
Chlorambucil,Ixabepilone,NCIH522_LUNG,antagonism
Tioguanine,Valrubicin,PC3_PROSTATE,antagonism
Lomustine,Ixabepilone,786O_KIDNEY,antagonism
Chlorambucil,Carmustine,HOP92_LUNG,antagonism
Lamotrigine,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,antagonism
Vismodegib,ThioTEPA,A549_LUNG,antagonism
Lomustine,Tioguanine,OVCAR4_OVARY,antagonism
Axitinib,Hydroxyurea,A498_KIDNEY,antagonism
Fluorouracil,Temozolomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Chlorambucil,Paclitaxel,NCIH226_LUNG,antagonism
Pipobroman,Methoxsalen,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Busulfan,Decitabine,HCT15_LARGE_INTESTINE,antagonism
Dasatinib,Sorafenib,RPMI7951_SKIN,antagonism
Teniposide,5-Azacitidine,UACC62_SKIN,antagonism
Pemetrexed,Bortezomib,MALME3M_SKIN,antagonism
Dexrazoxane,Valrubicin,MDAMB231_BREAST,antagonism
Tioguanine,Everolimus,HOP92_LUNG,antagonism
ThioTEPA,Carmustine,LOXIMVI_SKIN,antagonism
5-Azacitidine,Pipobroman,NCIH2122_LUNG,antagonism
Lomustine,Pentostatin,BT549_BREAST,antagonism
Cabazitaxel,Teniposide,ACHN_KIDNEY,antagonism
Dexrazoxane,Imatinib,HT29_LARGE_INTESTINE,antagonism
Fluorouracil,Imiquimod,HOP92_LUNG,antagonism
Dacarbazine,Vemurafenib,ACHN_KIDNEY,antagonism
Etoposide,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
5-Azacitidine,Busulfan,UACC257_SKIN,antagonism
Teniposide,Decitabine,UO31_KIDNEY,antagonism
Vismodegib,Pipobroman,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Etoposide,Fulvestrant,SKMEL5_SKIN,antagonism
Etoposide,5-Azacitidine,CAKI1_KIDNEY,antagonism
Vismodegib,Tioguanine,EKVX_LUNG,antagonism
Chlorambucil,Carmustine,PC3_PROSTATE,antagonism
Lomustine,Pentostatin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vismodegib,Dexrazoxane,KM12_LARGE_INTESTINE,antagonism
Dexrazoxane,ThioTEPA,LOXIMVI_SKIN,antagonism
Chlorambucil,Sorafenib,PC3_PROSTATE,antagonism
Vemurafenib,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Altretamine,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Chlorambucil,NCIH23_LUNG,antagonism
Chlorambucil,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Fulvestrant,Sorafenib,UO31_KIDNEY,antagonism
Fluorouracil,Niraparib,ZR751_BREAST,antagonism
Paclitaxel,Ifosfamide,IGROV1_OVARY,antagonism
Lomustine,Dacarbazine,IGROV1_OVARY,antagonism
Chlorambucil,Carmustine,SKMEL5_SKIN,antagonism
Anastrozole,Carmustine,MDAMB435S_SKIN,antagonism
Lomustine,Decitabine,MCF7_BREAST,antagonism
Tioguanine,Mitotane,MDAMB231_BREAST,antagonism
Cabazitaxel,Crizotinib,UACC62_SKIN,antagonism
Axitinib,Teniposide,EKVX_LUNG,antagonism
Paclitaxel,Bortezomib,ZR751_BREAST,antagonism
Letrozole,Decitabine,PC3_PROSTATE,antagonism
Dasatinib,Carmustine,ACHN_KIDNEY,antagonism
Dexrazoxane,Ixabepilone,IGROV1_OVARY,antagonism
Dexrazoxane,5-Azacitidine,HOP62_LUNG,antagonism
Lenalidomide,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
Pipobroman,Pentostatin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pipobroman,Carmustine,HS578T_BREAST,antagonism
Dacarbazine,Vemurafenib,SKMEL5_SKIN,antagonism
Lenalidomide,Tretinoin,MCF7_BREAST,antagonism
Mitotane,Bortezomib,MCF7_BREAST,antagonism
Paclitaxel,5-Azacitidine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Methotrexate,Temozolomide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Imatinib,Busulfan,NCIH460_LUNG,antagonism
5-Azacitidine,Allopurinol,ACHN_KIDNEY,antagonism
Lenalidomide,Dexrazoxane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dacarbazine,Busulfan,UO31_KIDNEY,antagonism
Etoposide,Hydroxyurea,MALME3M_SKIN,antagonism
Chlorambucil,Methoxsalen,T47D_BREAST,antagonism
Tioguanine,Ixabepilone,SKOV3_OVARY,antagonism
Vismodegib,Decitabine,UO31_KIDNEY,antagonism
Lenalidomide,Paclitaxel,EKVX_LUNG,antagonism
Altretamine,5-Azacitidine,LOXIMVI_SKIN,antagonism
Tioguanine,5-Azacitidine,MDAMB231_BREAST,antagonism
Tioguanine,Anastrozole,MDAMB231_BREAST,antagonism
Lomustine,Dasatinib,HT29_LARGE_INTESTINE,antagonism
Vismodegib,Sorafenib,MCF7_BREAST,antagonism
Niraparib,Erlotinib,T47D_BREAST,antagonism
Dexrazoxane,Fulvestrant,LOXIMVI_SKIN,antagonism
Tioguanine,ThioTEPA,MDAMB468_BREAST,antagonism
Letrozole,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Axitinib,Chlorambucil,HT29_LARGE_INTESTINE,antagonism
Dexrazoxane,Temozolomide,NCIH23_LUNG,antagonism
Dacarbazine,5-Azacitidine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lenalidomide,Everolimus,NCIH460_LUNG,antagonism
Lomustine,Allopurinol,BT549_BREAST,antagonism
Methotrexate,ThioTEPA,BT549_BREAST,antagonism
Methotrexate,Ixabepilone,HOP92_LUNG,antagonism
Dacarbazine,Temozolomide,LOXIMVI_SKIN,antagonism
Dacarbazine,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Bortezomib,PC3_PROSTATE,antagonism
Pemetrexed,Sorafenib,HOP92_LUNG,antagonism
ThioTEPA,Valrubicin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tioguanine,Pipobroman,IGROV1_OVARY,antagonism
Tioguanine,Pentostatin,MALME3M_SKIN,antagonism
Tioguanine,Pipobroman,T47D_BREAST,antagonism
Cabazitaxel,Pemetrexed,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Crizotinib,Chlorambucil,SKMEL5_SKIN,antagonism
Pemetrexed,Teniposide,CAKI1_KIDNEY,antagonism
Pemetrexed,Pentostatin,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Paclitaxel,Decitabine,786O_KIDNEY,antagonism
Tretinoin,Pentostatin,HT29_LARGE_INTESTINE,antagonism
Fluorouracil,ThioTEPA,MDAMB468_BREAST,antagonism
Tioguanine,Pipobroman,OVCAR8_OVARY,antagonism
ThioTEPA,Valrubicin,SKMEL5_SKIN,antagonism
Fluorouracil,Valrubicin,A498_KIDNEY,antagonism
Methotrexate,Ixabepilone,MCF7_BREAST,antagonism
Fluorouracil,Bortezomib,BT549_BREAST,antagonism
Dexrazoxane,Tretinoin,A498_KIDNEY,antagonism
Vandetanib,Methotrexate,OVCAR4_OVARY,antagonism
Gefitinib,Dexrazoxane,NCIH226_LUNG,antagonism
Etoposide,Ifosfamide,A549_LUNG,antagonism
MK-2206,Bortezomib,ZR751_BREAST,antagonism
Tioguanine,Methoxsalen,T47D_BREAST,antagonism
Dacarbazine,Pipobroman,NCIH460_LUNG,antagonism
Lomustine,Pentostatin,MCF7_BREAST,antagonism
Lomustine,Dasatinib,MDAMB231_BREAST,antagonism
Chlorambucil,Hydroxyurea,MCF7_BREAST,antagonism
Vandetanib,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tioguanine,Imatinib,UACC257_SKIN,antagonism
Paclitaxel,Decitabine,T47D_BREAST,antagonism
Tioguanine,Methoxsalen,SW620_LARGE_INTESTINE,antagonism
Cabazitaxel,Dacarbazine,SKMEL5_SKIN,antagonism
Pemetrexed,Methotrexate,IGROV1_OVARY,antagonism
Valrubicin,Carmustine,EKVX_LUNG,antagonism
Vandetanib,Lomustine,NCIH522_LUNG,antagonism
Gefitinib,Pemetrexed,SKOV3_OVARY,antagonism
Dacarbazine,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tioguanine,Imiquimod,MDAMB468_BREAST,antagonism
Etoposide,Crizotinib,MDAMB231_BREAST,antagonism
Chlorambucil,Mitotane,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
5-Azacitidine,Thalidomide,HT29_LARGE_INTESTINE,antagonism
Lomustine,5-Azacitidine,HS578T_BREAST,antagonism
Temozolomide,Ifosfamide,HCT15_LARGE_INTESTINE,antagonism
Paclitaxel,Bortezomib,SKOV3_OVARY,antagonism
Paclitaxel,Carmustine,LOXIMVI_SKIN,antagonism
5-Azacitidine,Mitotane,LOXIMVI_SKIN,antagonism
Axitinib,Lomustine,A549_LUNG,antagonism
Vandetanib,Vemurafenib,UO31_KIDNEY,antagonism
MK-1775,Niraparib,SKOV3_OVARY,antagonism
Sorafenib,Anastrozole,KM12_LARGE_INTESTINE,antagonism
MK-1775,Niraparib,ZR751_BREAST,antagonism
Fluorouracil,Allopurinol,T47D_BREAST,antagonism
Pipobroman,Ifosfamide,SKMEL5_SKIN,antagonism
Gefitinib,Hydroxyurea,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Etoposide,Valrubicin,SKMEL5_SKIN,antagonism
Methotrexate,Bortezomib,T47D_BREAST,antagonism
Fluorouracil,Temozolomide,ES2_OVARY,antagonism
Dasatinib,Hydroxyurea,HS578T_BREAST,antagonism
Fluorouracil,Allopurinol,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Methotrexate,MK-1775,SKMES1_LUNG,antagonism
Methotrexate,ThioTEPA,UACC62_SKIN,antagonism
Fluorouracil,Sorafenib,MDAMB436_BREAST,antagonism
Pemetrexed,Teniposide,DU145_PROSTATE,antagonism
Gefitinib,Teniposide,SKMEL5_SKIN,antagonism
Dacarbazine,Tretinoin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Temozolomide,Pentostatin,HCT15_LARGE_INTESTINE,antagonism
5-Azacitidine,Sorafenib,NCIH522_LUNG,antagonism
Etoposide,Pipobroman,NCIH2122_LUNG,antagonism
Valrubicin,Ixabepilone,CAKI1_KIDNEY,antagonism
Dexrazoxane,Carmustine,PC3_PROSTATE,antagonism
MK-1775,Niraparib,KPL1_BREAST,antagonism
Pemetrexed,Fluorouracil,HOP62_LUNG,antagonism
Vandetanib,Pemetrexed,DU145_PROSTATE,antagonism
Gefitinib,Mitotane,HOP62_LUNG,antagonism
Axitinib,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Pemetrexed,Bortezomib,DU145_PROSTATE,antagonism
Vemurafenib,Dexrazoxane,ACHN_KIDNEY,antagonism
Fluorouracil,Vemurafenib,UACC62_SKIN,antagonism
Temozolomide,Pipobroman,UACC62_SKIN,antagonism
Lenalidomide,Lomustine,NCIH23_LUNG,antagonism
Lomustine,Dacarbazine,UO31_KIDNEY,antagonism
Pipobroman,Allopurinol,SKMEL5_SKIN,antagonism
Methotrexate,Dasatinib,OV90_OVARY,antagonism
Erlotinib,PD-0325901,A427_LUNG,antagonism
Vismodegib,ThioTEPA,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexrazoxane,Pipobroman,LOXIMVI_SKIN,antagonism
ThioTEPA,Mitotane,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Valrubicin,MALME3M_SKIN,antagonism
Dacarbazine,Dasatinib,NCIH522_LUNG,antagonism
Ifosfamide,Carmustine,MDAMB231_BREAST,antagonism
Fluorouracil,Chlorambucil,T47D_BREAST,antagonism
ThioTEPA,Hydroxyurea,NCIH23_LUNG,antagonism
Etoposide,Pentostatin,HOP92_LUNG,antagonism
Pemetrexed,Ixabepilone,A549_LUNG,antagonism
5-Azacitidine,Ifosfamide,MDAMB231_BREAST,antagonism
Pemetrexed,Methotrexate,PC3_PROSTATE,antagonism
Crizotinib,ThioTEPA,DU145_PROSTATE,antagonism
Crizotinib,Sorafenib,A549_LUNG,antagonism
Etoposide,Anastrozole,NCIH522_LUNG,antagonism
Gefitinib,Fluorouracil,KM12_LARGE_INTESTINE,antagonism
Chlorambucil,Methotrexate,A549_LUNG,antagonism
Methotrexate,MK-2206,HT29_LARGE_INTESTINE,antagonism
Teniposide,Busulfan,NCIH522_LUNG,antagonism
5-Azacitidine,Everolimus,SKMEL28_SKIN,antagonism
Tioguanine,Letrozole,NCIH226_LUNG,antagonism
Lenalidomide,Pipobroman,NCIH226_LUNG,antagonism
Lomustine,Tretinoin,MCF7_BREAST,antagonism
Vandetanib,Letrozole,CAKI1_KIDNEY,antagonism
