Drug1,Drug2,Cell_line,classification
Gefitinib,Hydroxyurea,SKOV3_OVARY,antagonism
Gefitinib,Hydroxyurea,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Ifosfamide,786O_KIDNEY,antagonism
Gefitinib,Ifosfamide,BT549_BREAST,antagonism
Gefitinib,Ifosfamide,EKVX_LUNG,antagonism
Gefitinib,Ifosfamide,IGROV1_OVARY,synergy
Gefitinib,Ifosfamide,MDAMB468_BREAST,antagonism
Gefitinib,Ifosfamide,PC3_PROSTATE,antagonism
Gefitinib,Ifosfamide,UACC257_SKIN,antagonism
Gefitinib,Ifosfamide,UO31_KIDNEY,antagonism
Gefitinib,Imatinib,A498_KIDNEY,antagonism
Gefitinib,Imatinib,CAKI1_KIDNEY,synergy
Gefitinib,Imatinib,EKVX_LUNG,antagonism
Gefitinib,Imatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Imatinib,HOP92_LUNG,antagonism
Gefitinib,Imatinib,HS578T_BREAST,antagonism
Gefitinib,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Imatinib,NCIH460_LUNG,antagonism
Gefitinib,Imatinib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Imatinib,UO31_KIDNEY,antagonism
Gefitinib,Imiquimod,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Imiquimod,HOP62_LUNG,antagonism
Gefitinib,Imiquimod,HOP92_LUNG,antagonism
Gefitinib,Imiquimod,NCIH460_LUNG,antagonism
Gefitinib,Imiquimod,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Ixabepilone,BT549_BREAST,antagonism
Gefitinib,Ixabepilone,HOP62_LUNG,antagonism
Gefitinib,Ixabepilone,HT29_LARGE_INTESTINE,antagonism
Gefitinib,Ixabepilone,NCIH460_LUNG,antagonism
Gefitinib,Ixabepilone,PC3_PROSTATE,antagonism
Gefitinib,Ixabepilone,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Ixabepilone,SKOV3_OVARY,antagonism
Gefitinib,Ixabepilone,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Ixabepilone,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Ixabepilone,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Ixabepilone,UACC257_SKIN,antagonism
Gefitinib,Ixabepilone,UO31_KIDNEY,antagonism
Gefitinib,Letrozole,BT549_BREAST,antagonism
Gefitinib,Letrozole,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Letrozole,HOP92_LUNG,antagonism
Gefitinib,Letrozole,HT29_LARGE_INTESTINE,antagonism
Gefitinib,Letrozole,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Letrozole,NCIH23_LUNG,antagonism
Gefitinib,Letrozole,PC3_PROSTATE,antagonism
Gefitinib,Letrozole,SKMEL5_SKIN,antagonism
Gefitinib,Letrozole,SKOV3_OVARY,antagonism
Gefitinib,Letrozole,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Letrozole,UACC62_SKIN,antagonism
Gefitinib,Letrozole,UO31_KIDNEY,antagonism
Gefitinib,Lomustine,A498_KIDNEY,antagonism
Gefitinib,Lomustine,A549_LUNG,antagonism
Gefitinib,Lomustine,CAKI1_KIDNEY,antagonism
Gefitinib,Lomustine,DU145_PROSTATE,antagonism
Gefitinib,Lomustine,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Lomustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Lomustine,HOP62_LUNG,antagonism
Gefitinib,Lomustine,HOP92_LUNG,antagonism
Gefitinib,Lomustine,HS578T_BREAST,antagonism
Gefitinib,Lomustine,IGROV1_OVARY,synergy
Gefitinib,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Lomustine,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Lomustine,MALME3M_SKIN,antagonism
Gefitinib,Lomustine,MCF7_BREAST,antagonism
Gefitinib,Lomustine,MDAMB231_BREAST,antagonism
Gefitinib,Lomustine,NCIH226_LUNG,antagonism
Gefitinib,Lomustine,NCIH23_LUNG,antagonism
Gefitinib,Lomustine,NCIH460_LUNG,antagonism
Gefitinib,Lomustine,OVCAR8_OVARY,antagonism
Gefitinib,Lomustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Lomustine,SKMEL28_SKIN,antagonism
Gefitinib,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Lomustine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Lomustine,SW620_LARGE_INTESTINE,antagonism
Gefitinib,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Methotrexate,786O_KIDNEY,antagonism
Gefitinib,Methotrexate,CAKI1_KIDNEY,antagonism
Gefitinib,Methotrexate,DU145_PROSTATE,antagonism
Gefitinib,Methotrexate,HOP92_LUNG,antagonism
Gefitinib,Methotrexate,HS578T_BREAST,synergy
Gefitinib,Methotrexate,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Methotrexate,NCIH23_LUNG,antagonism
Gefitinib,Methotrexate,OVCAR4_OVARY,antagonism
Gefitinib,Methotrexate,PC3_PROSTATE,synergy
Gefitinib,Methotrexate,SKMEL5_SKIN,antagonism
Gefitinib,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Methotrexate,UO31_KIDNEY,antagonism
Gefitinib,Methoxsalen,DU145_PROSTATE,antagonism
Gefitinib,Methoxsalen,HT29_LARGE_INTESTINE,antagonism
Gefitinib,Methoxsalen,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Methoxsalen,MDAMB468_BREAST,antagonism
Gefitinib,Methoxsalen,NCIH460_LUNG,antagonism
Gefitinib,Methoxsalen,NCIH522_LUNG,synergy
Gefitinib,Methoxsalen,PC3_PROSTATE,antagonism
Gefitinib,Methoxsalen,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Methoxsalen,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Methoxsalen,T47D_BREAST,antagonism
Gefitinib,Mitotane,786O_KIDNEY,antagonism
Gefitinib,Mitotane,BT549_BREAST,synergy
Gefitinib,Mitotane,HOP62_LUNG,antagonism
Gefitinib,Mitotane,HOP92_LUNG,antagonism
Gefitinib,Mitotane,IGROV1_OVARY,synergy
Gefitinib,Mitotane,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Mitotane,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Paclitaxel,HOP92_LUNG,antagonism
Gefitinib,Paclitaxel,HS578T_BREAST,antagonism
Gefitinib,Paclitaxel,KM12_LARGE_INTESTINE,synergy
Gefitinib,Paclitaxel,NCIH226_LUNG,synergy
Gefitinib,Paclitaxel,NCIH23_LUNG,synergy
Gefitinib,Paclitaxel,OVCAR8_OVARY,synergy
Gefitinib,Paclitaxel,PC3_PROSTATE,antagonism
Gefitinib,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Paclitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Gefitinib,Paclitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Gefitinib,Paclitaxel,SW620_LARGE_INTESTINE,synergy
Gefitinib,Paclitaxel,UACC62_SKIN,antagonism
Gefitinib,Pemetrexed,786O_KIDNEY,antagonism
Gefitinib,Pemetrexed,A498_KIDNEY,antagonism
Gefitinib,Pemetrexed,A549_LUNG,antagonism
Gefitinib,Pemetrexed,ACHN_KIDNEY,antagonism
Gefitinib,Pemetrexed,CAKI1_KIDNEY,antagonism
Gefitinib,Pemetrexed,DU145_PROSTATE,antagonism
Gefitinib,Pemetrexed,EKVX_LUNG,antagonism
Gefitinib,Pemetrexed,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Pemetrexed,HOP62_LUNG,antagonism
Gefitinib,Pemetrexed,HOP92_LUNG,antagonism
Gefitinib,Pemetrexed,IGROV1_OVARY,synergy
Gefitinib,Pemetrexed,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Pemetrexed,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Pemetrexed,MALME3M_SKIN,antagonism
Gefitinib,Pemetrexed,MDAMB231_BREAST,antagonism
Gefitinib,Pemetrexed,MDAMB435S_SKIN,antagonism
Gefitinib,Pemetrexed,NCIH226_LUNG,antagonism
Gefitinib,Pemetrexed,NCIH23_LUNG,antagonism
Gefitinib,Pemetrexed,NCIH522_LUNG,antagonism
Gefitinib,Pemetrexed,OVCAR4_OVARY,antagonism
Gefitinib,Pemetrexed,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Pemetrexed,SKMEL28_SKIN,antagonism
Gefitinib,Pemetrexed,SKOV3_OVARY,antagonism
Gefitinib,Pemetrexed,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Pemetrexed,UACC62_SKIN,antagonism
Gefitinib,Pemetrexed,UO31_KIDNEY,antagonism
Gefitinib,Pentostatin,A498_KIDNEY,antagonism
Gefitinib,Pentostatin,BT549_BREAST,antagonism
Gefitinib,Pentostatin,CAKI1_KIDNEY,antagonism
Gefitinib,Pentostatin,EKVX_LUNG,antagonism
Gefitinib,Pentostatin,HCT116_LARGE_INTESTINE,antagonism
Gefitinib,Pentostatin,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Pentostatin,HOP62_LUNG,antagonism
Gefitinib,Pentostatin,HOP92_LUNG,antagonism
Gefitinib,Pentostatin,IGROV1_OVARY,synergy
Gefitinib,Pentostatin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Pentostatin,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Pentostatin,NCIH460_LUNG,antagonism
Gefitinib,Pentostatin,OVCAR4_OVARY,antagonism
Gefitinib,Pentostatin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Pentostatin,SKOV3_OVARY,antagonism
Gefitinib,Pentostatin,UACC62_SKIN,antagonism
Gefitinib,Pentostatin,UO31_KIDNEY,antagonism
Gefitinib,Pipobroman,DU145_PROSTATE,antagonism
Gefitinib,Pipobroman,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Pipobroman,MCF7_BREAST,antagonism
Gefitinib,Pipobroman,NCIH226_LUNG,antagonism
Gefitinib,Pipobroman,NCIH23_LUNG,antagonism
Gefitinib,Pipobroman,OVCAR4_OVARY,antagonism
Gefitinib,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Sorafenib,A498_KIDNEY,antagonism
Gefitinib,Sorafenib,BT549_BREAST,antagonism
Gefitinib,Sorafenib,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Sorafenib,HOP92_LUNG,antagonism
Gefitinib,Sorafenib,HT29_LARGE_INTESTINE,synergy
Gefitinib,Sorafenib,MDAMB468_BREAST,antagonism
Gefitinib,Sorafenib,NCIH23_LUNG,antagonism
Gefitinib,Sorafenib,OVCAR4_OVARY,antagonism
Gefitinib,Sorafenib,PC3_PROSTATE,antagonism
Gefitinib,Sorafenib,SKMEL28_SKIN,antagonism
Gefitinib,Sorafenib,SKOV3_OVARY,antagonism
Gefitinib,Sorafenib,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Sorafenib,UO31_KIDNEY,antagonism
Gefitinib,Temozolomide,786O_KIDNEY,antagonism
Gefitinib,Temozolomide,A549_LUNG,synergy
Gefitinib,Temozolomide,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Temozolomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Temozolomide,HOP62_LUNG,antagonism
Gefitinib,Temozolomide,HT29_LARGE_INTESTINE,synergy
Gefitinib,Temozolomide,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Temozolomide,MDAMB231_BREAST,antagonism
Gefitinib,Temozolomide,NCIH460_LUNG,antagonism
Gefitinib,Temozolomide,NCIH522_LUNG,synergy
Gefitinib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Gefitinib,Temozolomide,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Temozolomide,UO31_KIDNEY,antagonism
Gefitinib,Teniposide,BT549_BREAST,antagonism
Gefitinib,Teniposide,DU145_PROSTATE,antagonism
Gefitinib,Teniposide,EKVX_LUNG,synergy
Gefitinib,Teniposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Teniposide,HS578T_BREAST,synergy
Gefitinib,Teniposide,IGROV1_OVARY,synergy
Gefitinib,Teniposide,KM12_LARGE_INTESTINE,synergy
Gefitinib,Teniposide,LOXIMVI_SKIN,synergy
Gefitinib,Teniposide,MALME3M_SKIN,antagonism
Gefitinib,Teniposide,MCF7_BREAST,antagonism
Gefitinib,Teniposide,MDAMB231_BREAST,antagonism
Gefitinib,Teniposide,MDAMB435S_SKIN,antagonism
Gefitinib,Teniposide,NCIH2122_LUNG,synergy
Gefitinib,Teniposide,OVCAR8_OVARY,synergy
Gefitinib,Teniposide,SKMEL28_SKIN,antagonism
Gefitinib,Teniposide,SKMEL5_SKIN,antagonism
Gefitinib,Teniposide,SKOV3_OVARY,antagonism
Gefitinib,Teniposide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Teniposide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Teniposide,T47D_BREAST,antagonism
Gefitinib,Teniposide,UACC62_SKIN,antagonism
Gefitinib,Thalidomide,786O_KIDNEY,antagonism
Gefitinib,Thalidomide,BT549_BREAST,antagonism
Gefitinib,Thalidomide,DU145_PROSTATE,antagonism
Gefitinib,Thalidomide,HOP92_LUNG,antagonism
Gefitinib,Thalidomide,IGROV1_OVARY,synergy
Gefitinib,Thalidomide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Thalidomide,MDAMB468_BREAST,antagonism
Gefitinib,Thalidomide,NCIH460_LUNG,antagonism
Gefitinib,Thalidomide,PC3_PROSTATE,antagonism
Gefitinib,Thalidomide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Thalidomide,UACC62_SKIN,antagonism
Gefitinib,Thalidomide,UO31_KIDNEY,antagonism
Gefitinib,ThioTEPA,A498_KIDNEY,synergy
Gefitinib,ThioTEPA,BT549_BREAST,antagonism
Gefitinib,ThioTEPA,DU145_PROSTATE,antagonism
Gefitinib,ThioTEPA,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,ThioTEPA,HOP62_LUNG,antagonism
Gefitinib,ThioTEPA,HS578T_BREAST,antagonism
Gefitinib,ThioTEPA,KM12_LARGE_INTESTINE,synergy
Gefitinib,ThioTEPA,LOXIMVI_SKIN,antagonism
Gefitinib,ThioTEPA,MDAMB231_BREAST,antagonism
Gefitinib,ThioTEPA,MDAMB468_BREAST,antagonism
Gefitinib,ThioTEPA,NCIH2122_LUNG,synergy
Gefitinib,ThioTEPA,NCIH460_LUNG,antagonism
Gefitinib,ThioTEPA,OVCAR8_OVARY,antagonism
Gefitinib,ThioTEPA,PC3_PROSTATE,antagonism
Gefitinib,ThioTEPA,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,ThioTEPA,SKMEL5_SKIN,antagonism
Gefitinib,ThioTEPA,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,ThioTEPA,T47D_BREAST,antagonism
Gefitinib,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,ThioTEPA,UACC62_SKIN,antagonism
Gefitinib,Tioguanine,A498_KIDNEY,antagonism
Gefitinib,Tioguanine,BT549_BREAST,antagonism
Gefitinib,Tioguanine,DU145_PROSTATE,antagonism
Gefitinib,Tioguanine,EKVX_LUNG,antagonism
Gefitinib,Tioguanine,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Tioguanine,MALME3M_SKIN,antagonism
Gefitinib,Tioguanine,MDAMB231_BREAST,antagonism
Gefitinib,Tioguanine,MDAMB435S_SKIN,antagonism
Gefitinib,Tioguanine,MDAMB468_BREAST,antagonism
Gefitinib,Tioguanine,NCIH522_LUNG,antagonism
Gefitinib,Tioguanine,OVCAR4_OVARY,antagonism
Gefitinib,Tioguanine,PC3_PROSTATE,antagonism
Gefitinib,Tioguanine,SKMEL28_SKIN,antagonism
Gefitinib,Tioguanine,SKOV3_OVARY,antagonism
Gefitinib,Tioguanine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Tioguanine,T47D_BREAST,antagonism
Gefitinib,Tioguanine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Tioguanine,UACC257_SKIN,antagonism
Gefitinib,Tioguanine,UACC62_SKIN,antagonism
Gefitinib,Tioguanine,UO31_KIDNEY,antagonism
Gefitinib,Tretinoin,786O_KIDNEY,antagonism
Gefitinib,Tretinoin,CAKI1_KIDNEY,antagonism
Gefitinib,Tretinoin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Tretinoin,HOP62_LUNG,antagonism
Gefitinib,Tretinoin,HOP92_LUNG,antagonism
Gefitinib,Tretinoin,HS578T_BREAST,antagonism
Gefitinib,Tretinoin,HT29_LARGE_INTESTINE,synergy
Gefitinib,Tretinoin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Tretinoin,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Tretinoin,LOXIMVI_SKIN,antagonism
Gefitinib,Tretinoin,MCF7_BREAST,antagonism
Gefitinib,Tretinoin,MDAMB468_BREAST,antagonism
Gefitinib,Tretinoin,NCIH460_LUNG,synergy
Gefitinib,Tretinoin,PC3_PROSTATE,antagonism
Gefitinib,Tretinoin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Gefitinib,Tretinoin,SKOV3_OVARY,antagonism
Gefitinib,Tretinoin,UO31_KIDNEY,antagonism
Gefitinib,Valrubicin,BT549_BREAST,antagonism
Gefitinib,Valrubicin,EKVX_LUNG,antagonism
Gefitinib,Valrubicin,HCT116_LARGE_INTESTINE,antagonism
Gefitinib,Valrubicin,HCT15_LARGE_INTESTINE,antagonism
Gefitinib,Valrubicin,HOP62_LUNG,antagonism
Gefitinib,Valrubicin,HOP92_LUNG,antagonism
Gefitinib,Valrubicin,HS578T_BREAST,antagonism
Gefitinib,Valrubicin,HT29_LARGE_INTESTINE,antagonism
Gefitinib,Valrubicin,IGROV1_OVARY,synergy
Gefitinib,Valrubicin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Valrubicin,LOXIMVI_SKIN,antagonism
Gefitinib,Valrubicin,MALME3M_SKIN,antagonism
Gefitinib,Valrubicin,PC3_PROSTATE,antagonism
Gefitinib,Valrubicin,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Valrubicin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Gefitinib,Valrubicin,T47D_BREAST,antagonism
Gefitinib,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Valrubicin,UACC62_SKIN,antagonism
Gefitinib,Vemurafenib,786O_KIDNEY,antagonism
Gefitinib,Vemurafenib,HT29_LARGE_INTESTINE,synergy
Gefitinib,Vemurafenib,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Vemurafenib,LOXIMVI_SKIN,antagonism
Gefitinib,Vemurafenib,NCIH460_LUNG,antagonism
Gefitinib,Vemurafenib,SKOV3_OVARY,antagonism
Gefitinib,Vemurafenib,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Vemurafenib,SW620_LARGE_INTESTINE,synergy
Gefitinib,Vemurafenib,T47D_BREAST,antagonism
Gefitinib,Vemurafenib,UACC257_SKIN,antagonism
Gefitinib,Vemurafenib,UO31_KIDNEY,antagonism
Gemcitabine,BEZ-235,A2058_SKIN,synergy
Gemcitabine,BEZ-235,A427_LUNG,synergy
Gemcitabine,BEZ-235,COLO320_LARGE_INTESTINE,synergy
Gemcitabine,BEZ-235,EFM192A_BREAST,synergy
Gemcitabine,BEZ-235,HCT116_LARGE_INTESTINE,synergy
Gemcitabine,BEZ-235,HT144_SKIN,synergy
Gemcitabine,BEZ-235,HT29_LARGE_INTESTINE,synergy
Gemcitabine,BEZ-235,KPL1_BREAST,antagonism
Gemcitabine,BEZ-235,LNCAPCLONEFGC_PROSTATE,synergy
Gemcitabine,BEZ-235,LOVO_LARGE_INTESTINE,antagonism
Gemcitabine,BEZ-235,MDAMB436_BREAST,antagonism
Gemcitabine,BEZ-235,NCIH1650_LUNG,antagonism
Gemcitabine,BEZ-235,NCIH460_LUNG,synergy
Gemcitabine,BEZ-235,NCIH520_LUNG,synergy
Gemcitabine,BEZ-235,OV90_OVARY,antagonism
Gemcitabine,BEZ-235,RKO_LARGE_INTESTINE,synergy
Gemcitabine,BEZ-235,RPMI7951_SKIN,synergy
Gemcitabine,BEZ-235,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Gemcitabine,BEZ-235,SKMEL30_SKIN,synergy
Gemcitabine,BEZ-235,SKOV3_OVARY,synergy
Gemcitabine,BEZ-235,SW837_LARGE_INTESTINE,antagonism
Gemcitabine,BEZ-235,T47D_BREAST,synergy
Gemcitabine,BEZ-235,UACC62_SKIN,synergy
Gemcitabine,BEZ-235,VCAP_PROSTATE,synergy
Gemcitabine,BEZ-235,ZR751_BREAST,antagonism
Gemcitabine,Bortezomib,A2058_SKIN,synergy
Gemcitabine,Bortezomib,A427_LUNG,synergy
Gemcitabine,Bortezomib,COLO320_LARGE_INTESTINE,synergy
Gemcitabine,Bortezomib,ES2_OVARY,synergy
Gemcitabine,Bortezomib,HT144_SKIN,synergy
Gemcitabine,Bortezomib,HT29_LARGE_INTESTINE,synergy
Gemcitabine,Bortezomib,KPL1_BREAST,antagonism
Gemcitabine,Bortezomib,LNCAPCLONEFGC_PROSTATE,antagonism
Gemcitabine,Bortezomib,NCIH460_LUNG,synergy
Gemcitabine,Bortezomib,NCIH520_LUNG,synergy
Gemcitabine,Bortezomib,OV90_OVARY,synergy
Gemcitabine,Bortezomib,RPMI7951_SKIN,synergy
Gemcitabine,Bortezomib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Gemcitabine,Bortezomib,SKMEL30_SKIN,synergy
Gemcitabine,Bortezomib,SW837_LARGE_INTESTINE,antagonism
Gemcitabine,Bortezomib,ZR751_BREAST,antagonism
Gemcitabine,Dasatinib,A2058_SKIN,synergy
Gemcitabine,Dasatinib,A2780_OVARY,synergy
Gemcitabine,Dasatinib,A427_LUNG,synergy
Gemcitabine,Dasatinib,COLO320_LARGE_INTESTINE,synergy
Gemcitabine,Dasatinib,EFM192A_BREAST,synergy
Gemcitabine,Dasatinib,ES2_OVARY,synergy
Gemcitabine,Dasatinib,HCT116_LARGE_INTESTINE,synergy
Gemcitabine,Dasatinib,HT29_LARGE_INTESTINE,synergy
Gemcitabine,Dasatinib,LNCAPCLONEFGC_PROSTATE,antagonism
Gemcitabine,Dasatinib,MDAMB436_BREAST,synergy
Gemcitabine,Dasatinib,NCIH1650_LUNG,antagonism
Gemcitabine,Dasatinib,NCIH460_LUNG,synergy
Gemcitabine,Dasatinib,NCIH520_LUNG,synergy
Gemcitabine,Dasatinib,RKO_LARGE_INTESTINE,synergy
Gemcitabine,Dasatinib,RPMI7951_SKIN,synergy
Gemcitabine,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Gemcitabine,Dasatinib,SKMEL30_SKIN,synergy
Gemcitabine,Dasatinib,SW620_LARGE_INTESTINE,synergy
Gemcitabine,Dasatinib,SW837_LARGE_INTESTINE,antagonism
Gemcitabine,Dasatinib,T47D_BREAST,antagonism
Gemcitabine,Dasatinib,VCAP_PROSTATE,synergy
Gemcitabine,Dasatinib,ZR751_BREAST,antagonism
Gemcitabine,Erlotinib,A2058_SKIN,synergy
Gemcitabine,Erlotinib,A2780_OVARY,synergy
Gemcitabine,Erlotinib,A427_LUNG,synergy
Gemcitabine,Erlotinib,COLO320_LARGE_INTESTINE,synergy
Gemcitabine,Erlotinib,EFM192A_BREAST,synergy
Gemcitabine,Erlotinib,ES2_OVARY,synergy
Gemcitabine,Erlotinib,HT144_SKIN,antagonism
Gemcitabine,Erlotinib,HT29_LARGE_INTESTINE,synergy
Gemcitabine,Erlotinib,LNCAPCLONEFGC_PROSTATE,antagonism
Gemcitabine,Erlotinib,NCIH1650_LUNG,antagonism
Gemcitabine,Erlotinib,NCIH460_LUNG,synergy
Gemcitabine,Erlotinib,NCIH520_LUNG,synergy
Gemcitabine,Erlotinib,OV90_OVARY,synergy
Gemcitabine,Erlotinib,RPMI7951_SKIN,synergy
Gemcitabine,Erlotinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Gemcitabine,Erlotinib,SKMEL30_SKIN,synergy
Gemcitabine,Erlotinib,SW620_LARGE_INTESTINE,synergy
Gemcitabine,Erlotinib,SW837_LARGE_INTESTINE,antagonism
Gemcitabine,Erlotinib,T47D_BREAST,antagonism
Gemcitabine,Erlotinib,UACC62_SKIN,synergy
Gemcitabine,Erlotinib,VCAP_PROSTATE,synergy
Gemcitabine,MK-1775,A2058_SKIN,synergy
Gemcitabine,MK-1775,A2780_OVARY,synergy
Gemcitabine,MK-1775,A375_SKIN,synergy
Gemcitabine,MK-1775,A427_LUNG,synergy
Gemcitabine,MK-1775,CAOV3_OVARY,synergy
Gemcitabine,MK-1775,COLO320_LARGE_INTESTINE,synergy
Gemcitabine,MK-1775,EFM192A_BREAST,synergy
Gemcitabine,MK-1775,ES2_OVARY,synergy
Gemcitabine,MK-1775,HCT116_LARGE_INTESTINE,synergy
Gemcitabine,MK-1775,HT144_SKIN,synergy
Gemcitabine,MK-1775,HT29_LARGE_INTESTINE,synergy
Gemcitabine,MK-1775,KPL1_BREAST,antagonism
Gemcitabine,MK-1775,LNCAPCLONEFGC_PROSTATE,antagonism
Gemcitabine,MK-1775,LOVO_LARGE_INTESTINE,antagonism
Gemcitabine,MK-1775,MDAMB436_BREAST,synergy
Gemcitabine,MK-1775,NCIH1650_LUNG,synergy
Gemcitabine,MK-1775,NCIH23_LUNG,synergy
Gemcitabine,MK-1775,NCIH460_LUNG,synergy
Gemcitabine,MK-1775,NCIH520_LUNG,synergy
Gemcitabine,MK-1775,OV90_OVARY,synergy
Gemcitabine,MK-1775,RKO_LARGE_INTESTINE,synergy
Gemcitabine,MK-1775,RPMI7951_SKIN,synergy
Gemcitabine,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
